plan_id,server,sensor,phase,recipe_id,sweep_id,panel_id,role,case_id,run_id,queue_rank,teacher_seed,student_seed,reference_id,teacher_kind,bands,max_dn,input_layout,stored_input_channels,width,depth,num_updates,cosine_total,warmup,batch,u_peak_lr,a_peak_lr,alpha,beta,lambda_edge,lambda_con,seed_group,requires_teacher,requires_calibration,status,extension_id,admission_action,requires_runner_extension,runtime_bound,teacher_run_id,teacher_endpoint_step,anchor_run_id,insert_after_run_id,normalization,rr_q,panmix_enabled,display_label,evidence_role
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,T,TPLUS,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,10,981001,,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TPLUS_END50000,TPLUS,4,1023,P0,5,112,"1,2,3",50000,50000,100,48,0.0001,1e-05,,,,0.0001,GF2_P01_TS981001_COMMON_T_INIT,False,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | TPLUS | Teacher: HRMS reconstruction with relative-shift consistency,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,T,TZERO,ABLR2_GF2_s3_r000_P01_TZERO_TS981001_FRESH50,20,981001,,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TZERO_END50000,TZERO,4,1023,P0,5,112,"1,2,3",50000,50000,100,48,0.0001,1e-05,,,,0,GF2_P01_TS981001_COMMON_T_INIT,False,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TZERO_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | TZERO | Teacher: HRMS reconstruction without relative-shift consistency,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C00,ABLR2_GF2_s3_r000_P01_C00_SS991001_FRESH50,101,,991001,,NONE,4,1023,P0_MASKED_CPLUS3,7,104,"1,2,2",50000,50000,100,48,0.0001,0,0.0,0.0,0.0,,GF2_P01_SS991001_COMMON_U_INIT,False,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,,,,,2*DN/1023-1,Q4,False,P01 | C00 | Baseline: PAN and MS reconstruction without alignment or Teacher,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C01,ABLR2_GF2_s3_r000_P01_C01_SS991001_FRESH50,102,,991001,,NONE,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,0,0.0,0.0,0.0,,GF2_P01_SS991001_COMMON_U_INIT,False,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,,,,,2*DN/1023-1,Q4,False,P01 | C01 | Add low- and high-frequency PAN inputs,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C02,ABLR2_GF2_s3_r000_P01_C02_SS991001_FRESH50,103,,991001,,NONE,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,0.0,0.0,0.0,,GF2_P01_SS991001_COMMON_U_INIT,False,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,,,,,2*DN/1023-1,Q4,False,P01 | C02 | Add a Student PAN Aligner trained from scratch,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C03,ABLR2_GF2_s3_r000_P01_C03_SS991001_FRESH50,104,981001,991001,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TPLUS_END50000,TPLUS,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,0.0,0.0,0.0,,GF2_P01_SS991001_COMMON_U_INIT,True,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | C03 | Initialize the Student Aligner from the consistency-trained Teacher,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C17,ABLR2_GF2_s3_r000_P01_C17_SS991001_FRESH50,104.5,981001,991001,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TZERO_END50000,TZERO,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,0.0,0.0,0.0,,GF2_P01_SS991001_COMMON_U_INIT,True,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TZERO_TS981001_FRESH50,50000,ABLR2_GF2_s3_r000_P01_C03_SS991001_FRESH50,ABLR2_GF2_s3_r000_P01_C03_SS991001_FRESH50,2*DN/1023-1,Q4,False,P01 | C17 | Initialize the Student Aligner from a Teacher trained without shift consistency,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C04,ABLR2_GF2_s3_r000_P01_C04_SS991001_FRESH50,105,981001,991001,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TPLUS_END50000,TPLUS,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,0.0,0.1,0.0,,GF2_P01_SS991001_COMMON_U_INIT,True,False,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | C04 | Add uniform Teacher prediction supervision,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C05,ABLR2_GF2_s3_r000_P01_C05_SS991001_FRESH50,106,981001,991001,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TPLUS_END50000,TPLUS,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,1.0,0.1,0.0,,GF2_P01_SS991001_COMMON_U_INIT,True,True,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | C05 | Use reconstruction-error-guided hard and selective soft fitting,DESIGN_ONLY_NOT_LAUNCHED
PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1,s3,GF2,BOOT5,r000,P01,GF2_s3_r000_P01,S,C06,ABLR2_GF2_s3_r000_P01_C06_SS991001_FRESH50,107,981001,991001,PANDA_ABL_GF2_S3_ADAPTIVE_LOOP_20260923_v1_GF2_s3_TS981001_TPLUS_END50000,TPLUS,4,1023,PLH,7,104,"1,2,2",50000,50000,100,48,0.0001,3e-06,1.0,0.1,0.002,,GF2_P01_SS991001_COMMON_U_INIT,True,True,DEFINED_NOT_LAUNCHED,ABLR2X_S123_C17_20260923_v1,REGISTER_NEW_GF2_ONLY,True,False,ABLR2_GF2_s3_r000_P01_TPLUS_TS981001_FRESH50,50000,,,2*DN/1023-1,Q4,False,P01 | C06 | Add GT edge supervision with constant geometry weighting,DESIGN_ONLY_NOT_LAUNCHED
