split,sample_id,scene_id,dy_lr_raw,dx_lr_raw,magnitude_raw,peak_zncc,peak_margin,secondary_dy,secondary_dx,primary_secondary_diff,boundary_hit,accepted,dy_lr_applied,dx_lr_applied,estimator_version,source_file_hash
train,0,-1,0.003639913484986149,-0.03510429832567856,0.03529250247738778,0.9931013306479362,0.4725393043341568,0.02073732718894007,-0.004687500000000008,0.03489273815207332,False,True,0.003639913484986149,-0.03510429832567856,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,1,-1,0.00021801282584605998,0.020515401657995775,0.02051656001334359,0.961737100572547,0.22295552126211027,-0.0044843049327354,0.030956848030018743,0.01145144508970384,False,True,0.00021801282584605998,0.020515401657995775,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,2,-1,-0.022109971021369725,0.035338484518090366,0.04168524087253331,0.9822721475712604,0.4596937862266378,-0.02932551319648094,0.0029239766081871265,0.03320789622848741,False,True,-0.022109971021369725,0.035338484518090366,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,3,-1,-0.06089304740595031,-0.017053188799312863,0.06323586380060228,0.9541341779828287,0.554880483018858,-0.029673590504451033,0.014851485148514856,0.044638130661372545,False,True,-0.06089304740595031,-0.017053188799312863,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,4,-1,0.01985438076685543,0.0776717350392489,0.08016916401985594,0.9426005147994064,0.5450693592784048,0.034883720930232544,0.01788756388415674,0.06164436865154719,False,True,0.01985438076685543,0.0776717350392489,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,5,-1,0.03958339569242913,-0.058094807437714294,0.07029830627951517,0.9407546961378055,0.5016636793742784,-0.014687100893997475,-0.005988023952095828,0.07523565434655607,False,True,0.03958339569242913,-0.058094807437714294,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,6,-1,-0.04327558961277842,0.1567987578799974,0.1626610805602977,0.5524026387294393,0.04774254131035638,-0.003192848020434274,0.07027027027027026,0.09536144578174838,False,False,0.0,0.0,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,7,-1,0.0017805269956171906,0.07398548712022729,0.07400690900719635,0.9325531708418641,0.4191201367939348,0.024734982332155497,0.0646153846153846,0.024793262002979582,False,True,0.0017805269956171906,0.07398548712022729,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,8,-1,0.050634590754328974,-0.05253641492878487,0.07296531144610997,0.9443358643326554,0.500527077950681,0.06934306569343066,-0.006550218340611355,0.049646120807099695,False,True,0.050634590754328974,-0.05253641492878487,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
train,9,-1,-0.04063444855808414,-0.08129769190012134,0.0908871449540948,0.9696309901930654,0.283320007897658,0.021739130434782643,-0.0034168564920273262,0.09977919562835742,False,True,-0.04063444855808414,-0.08129769190012134,scharr_zncc_q3x3+census5_hamming/v1,e1580938e1ba45ff
